nct_id,start_year,completion_year,phase,overall_status,primary_purpose
NCT01626391,2012.0,2013.0,Phase 2,Terminated,Treatment
NCT01626456,2012.0,2015.0,Phase 3,Completed,Treatment
NCT01626755,2013.0,2017.0,Not Applicable,Terminated,Treatment
NCT01626833,2013.0,2021.0,Phase 2/Phase 3,Completed,Treatment
NCT01626859,2012.0,2013.0,Phase 2/Phase 3,Completed,Treatment
NCT01626872,2012.0,2016.0,Phase 2/Phase 3,Completed,Treatment
NCT01626885,2012.0,2014.0,Phase 2/Phase 3,Completed,Treatment
NCT01627860,2010.0,2011.0,Phase 4,Completed,Treatment
NCT01627938,2012.0,2016.0,Phase 2,Unknown status,Treatment
NCT01628029,2014.0,2028.0,Phase 2,"Active, not recruiting",Supportive Care
NCT01628783,2012.0,2015.0,Phase 4,Unknown status,Treatment
NCT01628848,2006.0,2008.0,Phase 2,Completed,Treatment
NCT01628926,2009.0,2011.0,Phase 3,Completed,Treatment
NCT01628965,2008.0,2010.0,Phase 2/Phase 3,Completed,Treatment
NCT01629329,2010.0,2014.0,Phase 4,Terminated,Treatment
NCT01631630,2012.0,2015.0,Phase 2,Terminated,Treatment
NCT01631682,2010.0,2015.0,Phase 4,Completed,
NCT01631812,2006.0,2010.0,Phase 2,Completed,Treatment
NCT01631825,2009.0,2012.0,Phase 3,Completed,Treatment
NCT01632189,2012.0,2015.0,Not Applicable,Completed,Basic Science
NCT01632215,2010.0,2012.0,Phase 3,Completed,Treatment
NCT01633086,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01633827,2012.0,2014.0,Not Applicable,Completed,Basic Science
NCT01634243,2005.0,2006.0,Phase 2,Completed,Treatment
NCT01634347,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01634360,2004.0,2008.0,Phase 2,Terminated,Treatment
NCT01634373,,,Phase 1,Completed,
NCT01634568,2011.0,2012.0,Phase 1,Completed,Basic Science
NCT01635530,2012.0,2018.0,Phase 4,Completed,Treatment
NCT01636037,2012.0,2016.0,Phase 2,Completed,Treatment
NCT01636310,2005.0,2016.0,Not Applicable,Suspended,
NCT01636323,2008.0,2016.0,Not Applicable,Suspended,
NCT01636336,2008.0,2016.0,Not Applicable,Suspended,
NCT01636596,2013.0,2015.0,Not Applicable,Withdrawn,Treatment
NCT01637077,2012.0,2016.0,Phase 2,Completed,Supportive Care
NCT01637168,,,Phase 3,Withdrawn,Treatment
NCT01637584,2010.0,2012.0,Not Applicable,Completed,Treatment
NCT01637662,2012.0,,Not Applicable,Completed,Screening
NCT01638949,2012.0,2022.0,Not Applicable,Completed,Diagnostic
NCT01639300,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01639872,2013.0,2017.0,Phase 4,Completed,Treatment
NCT01639898,2012.0,2018.0,Phase 2,Completed,Treatment
NCT01640067,2011.0,2015.0,Phase 1,Completed,
NCT01640145,2012.0,2014.0,Not Applicable,Completed,Prevention
NCT01641120,2012.0,2014.0,Not Applicable,Completed,Treatment
NCT01641159,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01641900,2012.0,2015.0,Not Applicable,Completed,Treatment
NCT01642056,2012.0,2019.0,Phase 1/Phase 2,Completed,Treatment
NCT01642134,2013.0,2019.0,Phase 4,Completed,Treatment
NCT01642433,2012.0,2013.0,Phase 2,Terminated,Treatment
NCT01642524,2004.0,2011.0,Phase 3,Completed,Treatment
NCT01642550,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01642589,2012.0,2013.0,Phase 3,Completed,Prevention
NCT01642901,2012.0,2018.0,Phase 3,Completed,Treatment
NCT01643902,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01645098,2011.0,2013.0,Not Applicable,Completed,Treatment
NCT01645189,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01645306,2013.0,2019.0,Phase 2,Completed,Treatment
NCT01645787,2012.0,2015.0,Phase 2/Phase 3,Completed,Treatment
NCT01646255,2012.0,2014.0,Phase 3,Completed,Treatment
NCT01646827,2012.0,2013.0,Phase 1,Completed,Basic Science
NCT01647880,2013.0,2016.0,Phase 2/Phase 3,Terminated,Treatment
NCT01648101,2012.0,2013.0,Phase 3,Terminated,Treatment
NCT01648634,2012.0,2021.0,Phase 3,Completed,Prevention
NCT01648998,2012.0,2013.0,Phase 1,Completed,Treatment
NCT01649557,2009.0,2011.0,Phase 2,Completed,Treatment
NCT01649687,2012.0,2014.0,Phase 1/Phase 2,Completed,Treatment
NCT01650415,2014.0,2015.0,Phase 2,Completed,Treatment
NCT01650779,2012.0,2013.0,Phase 4,Completed,Treatment
NCT01651364,2011.0,2011.0,Phase 1,Completed,
NCT01651377,2011.0,2012.0,Phase 1,Completed,
NCT01651520,2013.0,2019.0,Not Applicable,Unknown status,Diagnostic
NCT01651754,2010.0,2012.0,Not Applicable,Completed,
NCT01652001,2011.0,2014.0,Phase 2/Phase 3,Completed,Treatment
NCT01652040,2012.0,2017.0,Phase 2/Phase 3,Completed,Health Services Research
NCT01652313,2012.0,,Phase 1,Completed,Treatment
NCT01652534,2011.0,2015.0,Phase 3,Terminated,Treatment
NCT01653262,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01653444,2012.0,2015.0,Phase 1,Completed,Treatment
NCT01653457,2012.0,2013.0,Phase 3,Unknown status,Treatment
NCT01653522,2012.0,2014.0,Not Applicable,Withdrawn,Treatment
NCT01654107,2012.0,2014.0,Phase 1,Completed,Treatment
NCT01654601,2012.0,2013.0,Phase 1,Completed,Basic Science
NCT01654640,2012.0,2015.0,Phase 4,Terminated,Treatment
NCT01655212,2012.0,2013.0,Phase 3,Terminated,Treatment
NCT01655680,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01655823,2012.0,2015.0,Phase 2,Terminated,Treatment
NCT01655927,2012.0,,Phase 3,Unknown status,Treatment
NCT01656148,2012.0,2014.0,Phase 4,Completed,Treatment
NCT01656200,2012.0,2014.0,Phase 4,Completed,Basic Science
NCT01656525,2012.0,2014.0,Phase 1,Completed,Treatment
NCT01656733,2012.0,2017.0,Phase 4,Completed,Treatment
NCT01656785,2012.0,2017.0,Early Phase 1,Unknown status,Diagnostic
NCT01657019,2012.0,2014.0,Phase 3,Completed,Treatment
NCT01657370,2012.0,2012.0,Phase 2,Completed,Treatment
NCT01658150,2012.0,2018.0,Not Applicable,Completed,Supportive Care
NCT01658228,2011.0,2016.0,Phase 4,Completed,Treatment
NCT01659320,2012.0,2015.0,Not Applicable,Completed,Treatment
NCT01659996,2012.0,2015.0,Phase 4,Completed,Prevention
NCT01660672,2013.0,2013.0,Phase 1/Phase 2,Completed,Treatment
NCT01660815,2012.0,2013.0,Phase 1,Completed,Diagnostic
NCT01661322,2009.0,2017.0,Phase 3,Terminated,Treatment
NCT01661673,2012.0,,Phase 2,Completed,Treatment
NCT01661725,2006.0,2006.0,Phase 1,Completed,Prevention
NCT01661738,2006.0,2006.0,Phase 2,Completed,Prevention
NCT01661751,2006.0,2006.0,Phase 3,Completed,Prevention
NCT01661855,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01662297,2012.0,2015.0,Phase 4,Terminated,Treatment
NCT01662310,2011.0,2013.0,Phase 3,Completed,Treatment
NCT01662414,2011.0,2012.0,Phase 4,Completed,Supportive Care
NCT01662440,2012.0,2013.0,Phase 3,Completed,Prevention
NCT01662492,2012.0,2016.0,Phase 3,Completed,Treatment
NCT01662648,2007.0,2009.0,Phase 3,Completed,Treatment
NCT01662791,2012.0,2015.0,Phase 3,Completed,Treatment
NCT01662882,2012.0,2013.0,Phase 2/Phase 3,Completed,Diagnostic
NCT01662895,2013.0,2018.0,Phase 2,Terminated,Treatment
NCT01663077,2012.0,2016.0,Phase 4,Completed,Treatment
NCT01663467,2014.0,2016.0,Not Applicable,Withdrawn,Treatment
NCT01663532,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01664260,2012.0,2016.0,Phase 2,Withdrawn,Treatment
NCT01664520,2013.0,2016.0,Phase 1/Phase 2,Completed,Basic Science
NCT01664741,2012.0,2018.0,Phase 4,Completed,Treatment
NCT01665846,2011.0,2012.0,Phase 1,Completed,Diagnostic
NCT01665950,2012.0,2014.0,Phase 2,Terminated,Treatment
NCT01666522,2011.0,2011.0,Not Applicable,Completed,Prevention
NCT01667484,2012.0,2015.0,Phase 2/Phase 3,Completed,Treatment
NCT01668654,2012.0,2013.0,Phase 3,Terminated,Treatment
NCT01668667,2012.0,2013.0,Phase 4,Completed,Treatment
NCT01669408,2012.0,2013.0,Phase 2,Unknown status,Treatment
NCT01669538,2012.0,2017.0,Phase 2,Completed,Treatment
NCT01669876,2012.0,2015.0,Phase 2,Terminated,Treatment
NCT01669967,2011.0,2015.0,Not Applicable,Completed,Other
NCT01670071,2013.0,2015.0,Phase 4,Terminated,Treatment
NCT01670526,2012.0,2017.0,Phase 3,Completed,Treatment
NCT01671150,2011.0,2013.0,Early Phase 1,Completed,Basic Science
NCT01671384,2013.0,2016.0,Phase 3,Unknown status,Treatment
NCT01671410,2012.0,2016.0,Phase 1,Completed,Treatment
NCT01671800,2008.0,2012.0,Phase 1,Completed,Treatment
NCT01672372,2011.0,2011.0,Not Applicable,Completed,Treatment
NCT01672554,2008.0,2013.0,Phase 3,Unknown status,Treatment
NCT01672827,2012.0,2012.0,Phase 3,Completed,Diagnostic
NCT01673009,2006.0,2012.0,Phase 2,Completed,Treatment
NCT01673646,2012.0,2017.0,Phase 2,Completed,Treatment
NCT01673724,2012.0,2016.0,Phase 4,Completed,Treatment
NCT01673828,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01673932,2012.0,2019.0,Phase 1,Unknown status,Treatment
NCT01674361,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01674868,2013.0,2015.0,Not Applicable,Withdrawn,Treatment
NCT01675661,2014.0,2015.0,Phase 3,Completed,Treatment
NCT01676103,2012.0,2013.0,Phase 1/Phase 2,Completed,Treatment
NCT01676311,2013.0,2018.0,Phase 2,Terminated,Treatment
NCT01676441,2008.0,2021.0,Phase 2/Phase 3,Terminated,Treatment
NCT01676935,2012.0,2014.0,Phase 2,Terminated,Treatment
NCT01677182,2012.0,2014.0,Phase 3,Terminated,Treatment
NCT01677208,2013.0,2019.0,Phase 4,Completed,Treatment
NCT01677377,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01677572,2012.0,2019.0,Phase 1,Terminated,Treatment
NCT01677741,2013.0,2020.0,Phase 1/Phase 2,Completed,Treatment
NCT01677754,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01678495,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01678755,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01678898,2012.0,2016.0,Phase 1/Phase 2,Completed,Treatment
NCT01678924,2013.0,2015.0,Phase 2,Terminated,Treatment
NCT01678976,2002.0,2002.0,Phase 1,Completed,Treatment
NCT01679002,2003.0,2003.0,Phase 1,Completed,Treatment
NCT01679041,2012.0,2013.0,Phase 2,Terminated,Treatment
NCT01680107,2012.0,2018.0,Phase 3,Terminated,Basic Science
NCT01680146,2012.0,2012.0,Not Applicable,Completed,Prevention
NCT01680172,2012.0,2015.0,Phase 2,Terminated,Supportive Care
NCT01680588,2012.0,2018.0,Phase 2,Unknown status,Diagnostic
NCT01680887,2012.0,2019.0,Phase 2,Completed,Treatment
NCT01681121,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01681849,2009.0,2015.0,Phase 4,Completed,Treatment
NCT01682161,2012.0,2013.0,Phase 4,Completed,Treatment
NCT01682603,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01682811,2012.0,2016.0,Phase 1,Completed,Treatment
NCT01683058,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01683292,2006.0,2007.0,Phase 2,Completed,Treatment
NCT01683838,2002.0,2004.0,Phase 3,Completed,Treatment
NCT01684085,2012.0,,Not Applicable,Unknown status,Prevention
NCT01684462,2012.0,2014.0,Phase 2,Terminated,Treatment
NCT01684475,2012.0,2013.0,Phase 1/Phase 2,Unknown status,Treatment
NCT01684657,2012.0,2014.0,Phase 3,Suspended,Treatment
NCT01684761,2012.0,2016.0,Phase 2,Completed,Treatment
NCT01685073,2012.0,2018.0,Phase 2/Phase 3,Completed,Treatment
NCT01685151,2012.0,2015.0,Phase 3,Withdrawn,Treatment
NCT01685931,2012.0,2014.0,Phase 4,Completed,Treatment
NCT01685996,2012.0,2014.0,Phase 1/Phase 2,Completed,Treatment
NCT01686087,2012.0,2018.0,Not Applicable,Completed,Treatment
NCT01686464,1998.0,2005.0,Not Applicable,Completed,Treatment
NCT01687101,2012.0,2013.0,Not Applicable,Completed,Treatment
NCT01687140,2012.0,2014.0,Phase 2,Unknown status,Treatment
NCT01687751,2012.0,2014.0,Phase 2,Withdrawn,Supportive Care
NCT01688037,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01688570,2011.0,2015.0,Early Phase 1,Completed,Basic Science
NCT01688739,2012.0,2013.0,Phase 1,Completed,Prevention
NCT01688947,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01689233,2012.0,2016.0,Phase 3,Completed,Treatment
NCT01689246,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01689467,2013.0,2014.0,Not Applicable,Completed,Prevention
NCT01689649,2008.0,2010.0,Phase 4,Completed,Treatment
NCT01689727,2002.0,,Phase 2,Completed,Other
NCT01689909,2012.0,2018.0,Phase 4,Completed,Treatment
NCT01690195,2012.0,2014.0,Phase 2,Terminated,Treatment
NCT01690364,2012.0,2013.0,Not Applicable,Completed,
NCT01690962,2012.0,2014.0,Not Applicable,Completed,Supportive Care
NCT01690988,2014.0,2017.0,Phase 3,Completed,Prevention
NCT01691872,2012.0,2012.0,Phase 1,Withdrawn,Other
NCT01691924,2012.0,2013.0,Phase 1,Completed,
NCT01693081,2007.0,2009.0,Phase 2,Completed,Treatment
NCT01693692,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01694667,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01695200,2011.0,2013.0,Phase 4,Completed,Treatment
NCT01695291,2012.0,2018.0,Phase 2,Completed,Treatment
NCT01695317,2013.0,2014.0,Phase 4,Completed,Treatment
NCT01696123,2011.0,2012.0,Phase 2,Completed,Treatment
NCT01696435,2010.0,2025.0,Not Applicable,"Active, not recruiting",Prevention
NCT01696929,2012.0,2014.0,Phase 1,Completed,Treatment
NCT01697267,2013.0,2019.0,Phase 3,Completed,Treatment
NCT01697709,2012.0,2017.0,Phase 2,Completed,Treatment
NCT01697878,2012.0,2016.0,Not Applicable,Completed,Supportive Care
NCT01698138,2012.0,2020.0,Phase 4,Completed,Treatment
NCT01698684,2012.0,2013.0,Phase 4,Completed,Treatment
NCT01698749,2011.0,2012.0,Not Applicable,Completed,Treatment
NCT01698788,2011.0,2012.0,Not Applicable,Completed,Treatment
NCT01699126,2010.0,2013.0,Phase 4,Completed,Treatment
NCT01699308,2009.0,2014.0,Phase 1,Completed,Treatment
NCT01699555,2011.0,2012.0,Phase 1,Completed,Treatment
NCT01699607,2012.0,2013.0,Not Applicable,Completed,Other
NCT01699997,2014.0,2015.0,Phase 2,Completed,Treatment
NCT01701362,2012.0,2015.0,Phase 3,Completed,Treatment
NCT01701999,2013.0,2015.0,Phase 2,Completed,Other
NCT01702389,2012.0,2012.0,Phase 4,Completed,Prevention
NCT01702467,2012.0,2013.0,Phase 1,Completed,Treatment
NCT01702480,2012.0,2015.0,Phase 1,Completed,Treatment
NCT01702623,2009.0,2009.0,Phase 1,Completed,Treatment
NCT01702636,2012.0,2019.0,Phase 2,Completed,Treatment
NCT01702987,2012.0,2013.0,Not Applicable,Completed,Diagnostic
NCT01703117,2013.0,2020.0,Phase 2,Completed,Treatment
NCT01703468,2009.0,2009.0,Phase 1,Completed,Treatment
NCT01703533,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01703702,2012.0,2015.0,Phase 4,Completed,Diagnostic
NCT01703988,2012.0,2015.0,Phase 1/Phase 2,Completed,Treatment
NCT01704196,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01704339,2012.0,2014.0,Phase 4,Unknown status,Treatment
NCT01704638,2008.0,2012.0,Phase 1,Completed,Basic Science
NCT01705197,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01705457,2010.0,2013.0,Phase 4,Unknown status,Treatment
NCT01706523,2011.0,2013.0,Phase 3,Terminated,Treatment
NCT01706965,2012.0,2016.0,Phase 1/Phase 2,Completed,Treatment
NCT01707992,2013.0,2017.0,Phase 3,Completed,Treatment
NCT01708707,2012.0,2017.0,Phase 2,Completed,Treatment
NCT01708720,2011.0,2012.0,Phase 1,Completed,Prevention
NCT01708837,2012.0,2014.0,Phase 4,Unknown status,Prevention
NCT01709071,2012.0,2013.0,Phase 1/Phase 2,Completed,Prevention
NCT01709149,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01710137,2012.0,2018.0,Phase 3,Completed,Treatment
NCT01710189,2012.0,2014.0,Phase 4,Completed,Treatment
NCT01710410,2016.0,2016.0,Phase 2,Withdrawn,Treatment
NCT01710657,2012.0,2014.0,Phase 3,Completed,Treatment
NCT01712074,2012.0,2015.0,Phase 2,Terminated,Treatment
NCT01712477,2011.0,2014.0,Phase 4,Terminated,Treatment
NCT01712646,2012.0,,Phase 1/Phase 2,Terminated,Treatment
NCT01712945,2012.0,2017.0,Phase 1/Phase 2,Terminated,Prevention
NCT01713673,2011.0,2013.0,Not Applicable,Completed,Treatment
NCT01713777,2013.0,2015.0,Phase 4,Completed,Treatment
NCT01714011,2009.0,2011.0,Phase 4,Completed,Treatment
NCT01714089,,,Phase 2,Withdrawn,Treatment
NCT01714167,2012.0,2015.0,Phase 1,Unknown status,Treatment
NCT01714323,2012.0,2016.0,Not Applicable,Completed,Treatment
NCT01714661,2012.0,2015.0,Phase 3,Completed,Treatment
NCT01714713,2013.0,2015.0,Phase 3,Completed,Treatment
NCT01715051,2014.0,2019.0,Phase 2,Withdrawn,Treatment
NCT01715350,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01715519,2012.0,2015.0,Phase 4,Completed,Treatment
NCT01715922,2012.0,2016.0,Phase 2/Phase 3,Unknown status,Treatment
NCT01716221,2012.0,2013.0,Phase 4,Completed,Supportive Care
NCT01716624,2011.0,2012.0,Phase 3,Completed,Prevention
NCT01716637,2010.0,2016.0,Phase 1,Completed,Health Services Research
NCT01716676,,,Not Applicable,Completed,
NCT01716767,2012.0,2013.0,Not Applicable,Completed,Treatment
NCT01716858,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01716897,2012.0,2013.0,Phase 1,Completed,Treatment
NCT01716975,2012.0,2016.0,Phase 3,Completed,Treatment
NCT01717040,2012.0,2016.0,Phase 4,Terminated,Treatment
NCT01717638,2012.0,2013.0,Phase 3,Completed,Prevention
NCT01717664,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01718483,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01718509,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01719523,2012.0,2013.0,Phase 1,Completed,Treatment
NCT01720095,2009.0,2014.0,Phase 3,Completed,Treatment
NCT01720316,2012.0,2017.0,Phase 2,Completed,Treatment
NCT01721317,2012.0,2013.0,Phase 4,Terminated,Treatment
NCT01721460,2012.0,2015.0,Phase 4,Completed,Treatment
NCT01721733,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01722409,2012.0,2015.0,Phase 4,Completed,Treatment
NCT01722578,2013.0,2017.0,Phase 4,Completed,Treatment
NCT01723228,2012.0,2015.0,Phase 4,Completed,Treatment
NCT01723514,2012.0,2014.0,Phase 1,Completed,Prevention
NCT01723527,2012.0,2014.0,Phase 1,Completed,Treatment
NCT01723670,2012.0,2016.0,Phase 2,Withdrawn,Prevention
NCT01723722,2007.0,2009.0,Phase 4,Completed,Treatment
NCT01723748,2012.0,2015.0,Not Applicable,Completed,Basic Science
NCT01723826,2012.0,2017.0,Phase 2,Completed,Treatment
NCT01723917,2012.0,2015.0,Not Applicable,Completed,Other
NCT01724359,2008.0,2009.0,Phase 4,Completed,Treatment
NCT01724372,2012.0,2014.0,Not Applicable,Withdrawn,Treatment
NCT01724476,2014.0,2017.0,Phase 4,Completed,Treatment
NCT01724918,2013.0,2016.0,Phase 2,Terminated,Treatment
NCT01725308,2012.0,2016.0,Phase 2/Phase 3,Completed,Treatment
NCT01725802,2012.0,2013.0,Phase 1/Phase 2,Completed,Treatment
NCT01726088,2012.0,2014.0,Phase 2/Phase 3,Unknown status,Treatment
NCT01726335,2006.0,2008.0,Phase 4,Completed,Treatment
NCT01726764,2013.0,2014.0,Phase 1,Completed,
NCT01726920,2014.0,,Phase 3,Withdrawn,Treatment
NCT01727193,2012.0,2021.0,Phase 3,Completed,Treatment
NCT01727700,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01727713,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01727726,2012.0,2016.0,Phase 3,Completed,Treatment
NCT01728064,2012.0,2016.0,Phase 2,Completed,Treatment
NCT01728077,2012.0,2016.0,Phase 3,Completed,Treatment
NCT01728194,2012.0,2019.0,Phase 4,Completed,Basic Science
NCT01728909,2012.0,2014.0,Early Phase 1,Completed,Treatment
NCT01728922,2012.0,2016.0,Phase 1/Phase 2,Completed,Treatment
NCT01729598,2012.0,2014.0,Early Phase 1,Completed,Basic Science
NCT01730209,2012.0,2016.0,Phase 2/Phase 3,Unknown status,Treatment
NCT01730313,2016.0,2017.0,Phase 2,Withdrawn,Treatment
NCT01730469,2011.0,2012.0,Phase 1,Completed,Treatment
NCT01730482,2011.0,2011.0,Phase 1,Completed,Treatment
NCT01730495,2012.0,2014.0,Phase 2,Terminated,Treatment
NCT01730547,2013.0,2021.0,Phase 1/Phase 2,Completed,Treatment
NCT01730768,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01731119,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01731171,2012.0,2016.0,Not Applicable,Completed,Treatment
NCT01731561,2012.0,2016.0,Phase 3,Completed,Treatment
NCT01732289,2008.0,2009.0,Early Phase 1,Completed,Diagnostic
NCT01732471,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01732627,2012.0,2013.0,Phase 2,Completed,Prevention
NCT01733043,2015.0,2015.0,Phase 2/Phase 3,Withdrawn,Treatment
NCT01733121,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01733199,2012.0,2017.0,Phase 4,Completed,Diagnostic
NCT01733394,2012.0,2016.0,Phase 4,Completed,Treatment
NCT01733654,2012.0,2014.0,Phase 2,Withdrawn,Treatment
NCT01734551,2011.0,2014.0,Phase 4,Completed,Treatment
NCT01734941,2014.0,2015.0,Phase 2,Terminated,Treatment
NCT01735279,2013.0,2014.0,Phase 3,Completed,Treatment
NCT01735630,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01735747,2008.0,2013.0,Phase 2,Unknown status,Treatment
NCT01737268,2012.0,2016.0,Phase 3,Completed,Treatment
NCT01737398,2013.0,2017.0,Phase 2/Phase 3,Completed,Treatment
NCT01737541,2012.0,2014.0,Phase 3,Terminated,Supportive Care
NCT01737593,2012.0,2014.0,Phase 4,Terminated,Supportive Care
NCT01737671,2012.0,2018.0,Early Phase 1,Completed,Treatment
NCT01738178,2014.0,2016.0,Phase 3,Completed,Treatment
NCT01738191,2012.0,2014.0,Phase 2,Completed,Treatment
NCT01738698,2012.0,2013.0,Phase 3,Terminated,Treatment
NCT01738880,2012.0,2014.0,Not Applicable,Completed,Supportive Care
NCT01738893,2011.0,2011.0,Phase 1,Completed,Other
NCT01739023,2012.0,2016.0,Phase 1,Completed,Treatment
NCT01739270,2012.0,,Not Applicable,Unknown status,Treatment
NCT01739335,2012.0,2016.0,Phase 2,Completed,Treatment
NCT01739348,2012.0,2017.0,Phase 2/Phase 3,Terminated,Treatment
NCT01739933,2013.0,2019.0,Phase 3,Completed,Prevention
NCT01741194,2013.0,2017.0,Phase 2/Phase 3,Completed,Supportive Care
NCT01741376,2012.0,2012.0,Not Applicable,Withdrawn,Treatment
NCT01741532,2012.0,2017.0,Phase 3,Completed,Treatment
NCT01741701,2012.0,2014.0,Phase 2/Phase 3,Completed,Treatment
NCT01742013,2013.0,2013.0,Phase 3,Completed,Treatment
NCT01742390,2013.0,2014.0,Phase 4,Unknown status,Treatment
NCT01743144,2012.0,2013.0,Phase 4,Unknown status,
NCT01743235,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01743651,2012.0,2014.0,Phase 3,Completed,Treatment
NCT01743976,2012.0,2013.0,Phase 4,Terminated,Treatment
NCT01744275,2013.0,2016.0,Phase 2/Phase 3,Suspended,Treatment
NCT01744548,2012.0,2014.0,Not Applicable,Unknown status,Treatment
NCT01745497,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01745562,2010.0,2010.0,Phase 1,Completed,Other
NCT01745575,2010.0,2010.0,Phase 1,Completed,Other
NCT01745601,2010.0,2010.0,Phase 1,Completed,Other
NCT01745679,2012.0,2015.0,Phase 4,Completed,Health Services Research
NCT01746303,2010.0,2016.0,Not Applicable,Completed,Treatment
NCT01747408,2006.0,2011.0,Phase 1,Terminated,Treatment
NCT01747746,2012.0,2014.0,Phase 4,Completed,Treatment
NCT01747850,2013.0,2015.0,Phase 2,Completed,Treatment
NCT01747980,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01748799,2013.0,2014.0,Not Applicable,Completed,Treatment
NCT01748955,2010.0,2015.0,Phase 4,Completed,Treatment
NCT01749046,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01749098,2012.0,2014.0,Phase 1,Completed,Basic Science
NCT01750541,2012.0,2013.0,Phase 3,Completed,Treatment
NCT01750723,2012.0,2013.0,Not Applicable,Completed,Basic Science
NCT01750957,2013.0,2014.0,Phase 2,Completed,Treatment
NCT01751347,2013.0,2015.0,Phase 4,Completed,Treatment
NCT01751373,2011.0,2014.0,Not Applicable,Completed,Treatment
NCT01751386,2012.0,2016.0,Phase 2,Completed,Other
NCT01751802,2012.0,2014.0,Phase 3,Terminated,Treatment
NCT01751828,2012.0,,Not Applicable,Withdrawn,
NCT01751971,2012.0,2016.0,Not Applicable,Completed,Treatment
NCT01752322,2012.0,2016.0,Phase 3,Completed,Treatment
NCT01752712,2014.0,2016.0,Not Applicable,Completed,Treatment
NCT01753076,2012.0,2015.0,Phase 2,Completed,Treatment
NCT01753141,2008.0,2013.0,Not Applicable,Completed,Treatment
NCT01753375,2013.0,2014.0,Phase 2,Unknown status,Prevention
NCT01753882,2012.0,2020.0,Phase 1,Unknown status,Treatment
NCT01755091,2013.0,2016.0,Phase 2,Completed,Treatment
NCT01755546,2012.0,2014.0,Phase 3,Completed,Treatment
NCT01755702,2009.0,2010.0,Phase 2/Phase 3,Terminated,Treatment
NCT01755871,2013.0,2016.0,Phase 4,Terminated,Treatment
NCT01756053,2013.0,2014.0,Phase 2,Terminated,Treatment
NCT01756209,2010.0,2012.0,Phase 4,Completed,Treatment
NCT01756885,2013.0,2018.0,Phase 3,Completed,Treatment
NCT01757340,2012.0,2017.0,Not Applicable,Completed,Treatment
NCT01757873,2012.0,2013.0,Phase 2,Completed,Treatment
NCT01758497,2010.0,2011.0,Not Applicable,Completed,Treatment
NCT01758510,2012.0,2017.0,Phase 1,Completed,Treatment
NCT01758614,2013.0,2020.0,Phase 3,Completed,Treatment
NCT01759602,2013.0,2013.0,Phase 1,Completed,Treatment
NCT01759784,2014.0,,Phase 1,Withdrawn,Treatment
NCT01759797,2013.0,2014.0,Phase 1,Completed,Treatment
NCT01759888,2011.0,2014.0,Phase 2,Completed,Diagnostic
NCT01760005,2012.0,2027.0,Phase 2/Phase 3,Recruiting,Treatment
NCT01760564,2008.0,2010.0,Phase 3,Completed,Treatment
NCT01760889,2013.0,2013.0,Phase 3,Terminated,Treatment
