nct_id,start_year,agency_class,lead_or_collaborator,sponsor_name,phase
NCT01928719,2015.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Not Applicable
NCT01928758,2015.0,OTHER,lead,Milton S. Hershey Medical Center,Not Applicable
NCT01928758,2015.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Not Applicable
NCT01928823,2011.0,OTHER,lead,"Charite University, Berlin, Germany",Phase 2
NCT01928823,2011.0,OTHER_GOV,collaborator,German Federal Ministry of Education and Research,Phase 2
NCT01928849,2013.0,OTHER,lead,Duke University,Phase 2
NCT01928849,2013.0,FED,collaborator,United States Department of Defense,Phase 2
NCT01929317,2013.0,INDUSTRY,lead,GlaxoSmithKline,Phase 3
NCT01929343,2014.0,OTHER,lead,Bryon Adinoff,Phase 2
NCT01929343,2014.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT01929434,2013.0,OTHER,lead,General Hospital of Chinese Armed Police Forces,Phase 3
NCT01929642,2013.0,OTHER,lead,"Hugo W. Moser Research Institute at Kennedy Krieger, Inc.",Phase 2
NCT01929889,2012.0,OTHER,lead,Northwestern University,Phase 4
NCT01929889,2012.0,INDUSTRY,collaborator,Novartis Pharmaceuticals,Phase 4
NCT01930604,2013.0,OTHER,lead,Carl Swartling,Phase 2
NCT01930708,2013.0,INDUSTRY,lead,Biogen,Phase 4
NCT01931033,2013.0,OTHER,lead,Massachusetts General Hospital,Not Applicable
NCT01931098,2015.0,NIH,lead,National Cancer Institute (NCI),Phase 2
NCT01931722,2016.0,OTHER,lead,"University of Western Ontario, Canada",Not Applicable
NCT01931878,2012.0,OTHER,lead,Yale University,Phase 2
NCT01931878,2012.0,INDUSTRY,collaborator,"Merz North America, Inc.",Phase 2
NCT01932203,2013.0,OTHER,lead,Inha University Hospital,Phase 4
NCT01932203,2013.0,INDUSTRY,collaborator,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Phase 4
NCT01932502,2013.0,OTHER,lead,"St. Joseph's Hospital and Medical Center, Phoenix",Phase 4
NCT01932502,2013.0,INDUSTRY,collaborator,H. Lundbeck A/S,Phase 4
NCT01932541,2017.0,OTHER,lead,Massachusetts General Hospital,Phase 4
NCT01933217,2013.0,OTHER,lead,"Children's Hospital Medical Center, Cincinnati",Phase 4
NCT01933243,2013.0,OTHER,lead,Andrea Bonny,Phase 2
NCT01933321,2012.0,OTHER,lead,Hospital Universitario Dr. Jose E. Gonzalez,Phase 2/Phase 3
NCT01933802,2014.0,OTHER,lead,Tisch Multiple Sclerosis Research Center of New York,Phase 1
NCT01933919,2013.0,INDUSTRY,lead,AbbVie,Phase 3
NCT01933919,2013.0,INDUSTRY,collaborator,"Meiji Seika Pharma Co., Ltd.",Phase 3
NCT01934010,2014.0,INDUSTRY,lead,"Auris Medical, Inc.",Phase 3
NCT01934023,2013.0,OTHER,lead,Centre for Addiction and Mental Health,Phase 2
NCT01934023,2013.0,INDUSTRY,collaborator,Pfizer,Phase 2
NCT01934049,2013.0,OTHER,lead,Chinese PLA General Hospital,Phase 4
NCT01934153,2013.0,INDUSTRY,lead,GlaxoSmithKline,Phase 1
NCT01934868,2013.0,OTHER,lead,Hadassah Medical Organization,Phase 4
NCT01934868,2013.0,OTHER,collaborator,Reuth Rehabilitation Hospital,Phase 4
NCT01934972,2013.0,OTHER,lead,University of Arizona,Phase 3
NCT01935206,2013.0,OTHER,lead,"Rigshospitalet, Denmark",Phase 1
NCT01935271,2013.0,FED,lead,Central Arkansas Veterans Healthcare System,Not Applicable
NCT01935271,2013.0,OTHER,collaborator,University of Arkansas,Not Applicable
NCT01935518,2013.0,OTHER,lead,Peking University Third Hospital,Phase 2
NCT01935544,2013.0,OTHER,lead,"University Hospital, Clermont-Ferrand",Not Applicable
NCT01935908,2013.0,OTHER,lead,Vanderbilt University Medical Center,Phase 4
NCT01937013,2013.0,OTHER,lead,Lawson Health Research Institute,Phase 2
NCT01937013,2013.0,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Phase 2
NCT01937078,2011.0,OTHER,lead,"University Health Network, Toronto",Phase 2
NCT01937169,2014.0,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Not Applicable
NCT01937871,2013.0,INDUSTRY,lead,Eli Lilly and Company,Phase 3
NCT01938248,2015.0,OTHER,lead,Population Health Research Institute,Phase 4
NCT01938248,2015.0,INDUSTRY,collaborator,Bristol-Myers Squibb,Phase 4
NCT01938248,2015.0,INDUSTRY,collaborator,Pfizer,Phase 4
NCT01938248,2015.0,INDUSTRY,collaborator,Medtronic,Phase 4
NCT01938248,2015.0,OTHER_GOV,collaborator,Canadian Institutes of Health Research (CIHR),Phase 4
NCT01938664,2013.0,OTHER,lead,Baylor College of Medicine,Phase 2
NCT01938664,2013.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT01938859,2012.0,OTHER,lead,Shanghai Mental Health Center,Phase 4
NCT01939314,2012.0,OTHER,lead,Indiana University,Phase 3
NCT01939366,2013.0,INDUSTRY,lead,"Tris Pharma, Inc.",Phase 2
NCT01939548,2013.0,INDUSTRY,lead,Pfizer,Phase 2
NCT01939561,2013.0,OTHER,lead,"Grete Andersen, MD",Phase 3
NCT01940159,2013.0,INDUSTRY,lead,"Sumitomo Pharma America, Inc.",Phase 1
NCT01940315,2017.0,INDUSTRY,lead,"DynPort Vaccine Company LLC, A GDIT Company",Phase 3
NCT01940952,2013.0,OTHER,lead,Samsung Medical Center,Phase 3
NCT01940952,2013.0,INDUSTRY,collaborator,"Dong-A Pharmaceutical Co., Ltd.",Phase 3
NCT01940978,2014.0,INDIV,lead,Douglas Sears,Phase 4
NCT01941732,2003.0,OTHER,lead,Bispebjerg Hospital,Phase 4
NCT01941758,2013.0,OTHER,lead,Wake Forest University Health Sciences,Phase 1
NCT01941758,2013.0,NIH,collaborator,National Cancer Institute (NCI),Phase 1
NCT01942148,2010.0,INDUSTRY,lead,"Otsuka Pharmaceutical Co., Ltd.",Phase 3
NCT01942161,2010.0,INDUSTRY,lead,"Otsuka Pharmaceutical Co., Ltd.",Phase 2/Phase 3
NCT01942343,2013.0,OTHER,lead,"University Hospital, Strasbourg, France",Phase 3
NCT01942382,2009.0,INDUSTRY,lead,Janssen Pharmaceutical K.K.,Phase 1
NCT01942590,2013.0,OTHER,lead,"Dwight Koeberl, M.D., Ph.D.",Phase 1/Phase 2
NCT01943019,2013.0,OTHER,lead,Monash University,Phase 1
NCT01943019,2013.0,OTHER,collaborator,Universiti Kebangsaan Malaysia Medical Centre,Phase 1
NCT01943305,2013.0,OTHER,lead,Singapore General Hospital,Phase 2
NCT01943305,2013.0,OTHER,collaborator,Duke-NUS Graduate Medical School,Phase 2
NCT01943994,2008.0,OTHER,lead,Johns Hopkins University,Not Applicable
NCT01943994,2008.0,UNKNOWN,collaborator,Beckley Foundation,Not Applicable
NCT01943994,2008.0,OTHER,collaborator,Heffter Research Institute,Not Applicable
NCT01944046,2014.0,OTHER,lead,Linmarie Sikich,Phase 2
NCT01944046,2014.0,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 2
NCT01944059,2013.0,INDUSTRY,lead,"Vincent Martin, MD",Phase 4
NCT01944059,2013.0,INDUSTRY,collaborator,Targeted Medical Pharma,Phase 4
NCT01944293,2013.0,OTHER,lead,New York State Psychiatric Institute,Phase 1/Phase 2
NCT01944293,2013.0,OTHER,collaborator,Brain & Behavior Research Foundation,Phase 1/Phase 2
NCT01944423,2013.0,OTHER,lead,University of Texas at Austin,Early Phase 1
NCT01945684,2013.0,INDUSTRY,lead,Daewoong Pharmaceutical Co. LTD.,Phase 3
NCT01945801,2013.0,OTHER,lead,Hospital de Clinicas de Porto Alegre,Phase 4
NCT01945957,2014.0,OTHER,lead,"University of North Carolina, Chapel Hill",Phase 1
NCT01945957,2014.0,OTHER,collaborator,Duke University,Phase 1
NCT01945957,2014.0,NIH,collaborator,Eunice Kennedy Shriver National Institute of Child Health and Human Development (NICHD),Phase 1
NCT01946295,2014.0,OTHER,lead,Jesper Ekelund,Phase 2/Phase 3
NCT01946295,2014.0,OTHER,collaborator,Karolinska Institutet,Phase 2/Phase 3
NCT01946295,2014.0,OTHER_GOV,collaborator,Region Stockholm,Phase 2/Phase 3
NCT01946295,2014.0,OTHER,collaborator,City of Helsinki,Phase 2/Phase 3
NCT01946295,2014.0,OTHER,collaborator,Stanley Medical Research Institute,Phase 2/Phase 3
NCT01946295,2014.0,UNKNOWN,collaborator,"Ahokas foundation, Finland",Phase 2/Phase 3
NCT01947205,2012.0,OTHER_GOV,lead,Gökhan Açmaz,Not Applicable
NCT01947803,2013.0,INDUSTRY,lead,Xian-Janssen Pharmaceutical Ltd.,Phase 4
NCT01948024,2013.0,INDUSTRY,lead,Sun Pharmaceutical Industries Limited,Phase 1
NCT01948024,2013.0,INDUSTRY,collaborator,"bioRASI, LLC",Phase 1
NCT01948193,2014.0,INDUSTRY,lead,"Sanofi Pasteur, a Sanofi Company",Phase 3
NCT01948596,2013.0,OTHER,lead,Tokyo Medical University,Phase 2
NCT01948596,2013.0,OTHER,collaborator,"China Medical University, Taiwan",Phase 2
NCT01948596,2013.0,UNKNOWN,collaborator,Japan Society for the Promotion of Science (JSPS),Phase 2
NCT01948596,2013.0,OTHER,collaborator,University of Toyama,Phase 2
NCT01948596,2013.0,OTHER,collaborator,Chiba University,Phase 2
NCT01948791,2014.0,INDUSTRY,lead,Novartis Pharmaceuticals,Phase 4
NCT01949571,2007.0,OTHER,lead,Instituto Nacional de Psiquiatría Dr. Ramón de la Fuente,Phase 2
NCT01950338,2013.0,OTHER,lead,Universidad Rey Juan Carlos,Not Applicable
NCT01951118,2013.0,OTHER,lead,New York State Psychiatric Institute,Phase 4
NCT01951118,2013.0,NIH,collaborator,National Institutes of Health (NIH),Phase 4
NCT01951118,2013.0,NIH,collaborator,National Institute on Aging (NIA),Phase 4
NCT01951508,2013.0,OTHER,lead,"University Hospital, Basel, Switzerland",Early Phase 1
NCT01951924,2013.0,INDUSTRY,lead,Laboratoire français de Fractionnement et de Biotechnologies,Phase 3
NCT01951924,2013.0,INDUSTRY,collaborator,TFS Trial Form Support,Phase 3
NCT01951950,2013.0,OTHER,lead,Northwestern University,Phase 1
NCT01951989,2012.0,OTHER,lead,"University Hospital, Clermont-Ferrand",Phase 2
NCT01952132,2013.0,INDUSTRY,lead,Omeros Corporation,Phase 2
NCT01952574,2013.0,INDUSTRY,lead,Amgen,Phase 2
NCT01952639,2014.0,OTHER,lead,Maastricht University Medical Center,Not Applicable
NCT01953341,2013.0,INDUSTRY,lead,Amgen,Phase 1
NCT01953432,2014.0,FED,lead,VA Office of Research and Development,Phase 2
NCT01953432,2014.0,OTHER,collaborator,Baylor College of Medicine,Phase 2
NCT01953601,2013.0,INDUSTRY,lead,Merck Sharp & Dohme LLC,Phase 3
NCT01953705,2014.0,OTHER,lead,Oregon Health and Science University,Phase 2
NCT01953705,2014.0,NIH,collaborator,National Institute on Aging (NIA),Phase 2
NCT01953757,2013.0,OTHER,lead,Physicians Committee for Responsible Medicine,Not Applicable
NCT01954121,2013.0,INDUSTRY,lead,UCB Pharma SA,Phase 3
NCT01954290,2015.0,OTHER,lead,University of Florida,Phase 2
NCT01954576,2013.0,OTHER,lead,University of Florida,Not Applicable
NCT01954576,2013.0,OTHER,collaborator,Washington University School of Medicine,Not Applicable
NCT01954576,2013.0,INDUSTRY,collaborator,NovoCure Ltd.,Not Applicable
NCT01954693,2012.0,OTHER,lead,Cardiff University,Phase 2
NCT01954693,2012.0,INDUSTRY,collaborator,Novartis,Phase 2
NCT01954706,2013.0,FED,lead,Baltimore VA Medical Center,Not Applicable
NCT01954706,2013.0,NIH,collaborator,National Institute on Aging (NIA),Not Applicable
NCT01954810,2013.0,OTHER,lead,Khon Kaen University,Phase 4
NCT01954966,2010.0,OTHER,lead,University of Pennsylvania,Phase 4
NCT01954966,2010.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 4
NCT01955161,2013.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 3
NCT01955161,2013.0,INDUSTRY,collaborator,"Otsuka Pharmaceutical Co., Ltd.",Phase 3
NCT01955564,2013.0,INDUSTRY,lead,Newron Pharmaceuticals SPA,Phase 1
NCT01955616,2013.0,INDUSTRY,lead,"Motus Therapeutics, Inc.",Phase 2
NCT01955616,2013.0,OTHER,collaborator,Michael J. Fox Foundation for Parkinson's Research,Phase 2
NCT01955967,2006.0,OTHER,lead,"Pain Relief & Palliative Care Center, Athens, Greece",Not Applicable
NCT01956604,2014.0,OTHER,lead,Oslo University Hospital,Phase 2
NCT01957059,2013.0,INDUSTRY,lead,BioMarin Pharmaceutical,Phase 1/Phase 2
NCT01957319,2010.0,OTHER,lead,University of Catania,Phase 3
NCT01957774,2013.0,INDUSTRY,lead,D-Pharm Ltd.,Phase 2
NCT01958177,2014.0,OTHER,lead,"Chaitanya Hospital, Pune",Phase 1/Phase 2
NCT01958476,2013.0,OTHER,lead,Tufts Medical Center,Phase 3
NCT01958593,2014.0,INDUSTRY,lead,Lykos Therapeutics,Phase 2
NCT01959022,2013.0,FED,lead,San Francisco Veterans Affairs Medical Center,Phase 4
NCT01959022,2013.0,FED,collaborator,United States Department of Defense,Phase 4
NCT01959022,2013.0,OTHER,collaborator,Northern California Institute of Research and Education,Phase 4
NCT01959035,2013.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 3
NCT01959035,2013.0,INDUSTRY,collaborator,"Otsuka Pharmaceutical Co., Ltd.",Phase 3
NCT01960348,2013.0,INDUSTRY,lead,Alnylam Pharmaceuticals,Phase 3
NCT01961271,2013.0,INDUSTRY,lead,Mundipharma Pte Ltd.,Phase 4
NCT01961271,2013.0,INDUSTRY,collaborator,Mundipharma Korea Ltd,Phase 4
NCT01961271,2013.0,UNKNOWN,collaborator,Mundipharma (Hong Kong) Ltd,Phase 4
NCT01961271,2013.0,UNKNOWN,collaborator,Mundipharma Distribution GmBH (Philippine Branch),Phase 4
NCT01961804,2014.0,OTHER_GOV,lead,"University Hospital, Angers",Phase 3
NCT01962298,2013.0,OTHER,lead,"University Hospital, Antwerp",Phase 3
NCT01962363,2013.0,OTHER,lead,University of South Florida,Phase 2
NCT01962363,2013.0,INDUSTRY,collaborator,Edison Pharmaceuticals Inc,Phase 2
NCT01962363,2013.0,OTHER,collaborator,Friedreich's Ataxia Research Alliance,Phase 2
NCT01962571,2014.0,OTHER,lead,"University Eye Hospital, Freiburg",Phase 3
NCT01962571,2014.0,OTHER_GOV,collaborator,German Federal Ministry of Education and Research,Phase 3
NCT01962870,2013.0,OTHER,lead,Stanford University,Phase 2
NCT01962870,2013.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 2
NCT01963078,2013.0,OTHER,lead,Megan Moran-Santa Maria,Phase 2
NCT01963091,2011.0,OTHER,lead,Medical University of South Carolina,Phase 2
NCT01963598,2013.0,INDUSTRY,lead,Regeneron Pharmaceuticals,Phase 2
NCT01963598,2013.0,INDUSTRY,collaborator,Sanofi,Phase 2
NCT01963611,2013.0,INDUSTRY,lead,EMD Serono,Phase 2
NCT01964404,2014.0,OTHER,lead,Dartmouth-Hitchcock Medical Center,Phase 1
NCT01964404,2014.0,OTHER,collaborator,Columbia University,Phase 1
NCT01964404,2014.0,OTHER,collaborator,Harvard Medical School (HMS and HSDM),Phase 1
NCT01964404,2014.0,OTHER,collaborator,Massachusetts Institute of Technology,Phase 1
NCT01964404,2014.0,OTHER,collaborator,Massachusetts General Hospital,Phase 1
NCT01964404,2014.0,OTHER,collaborator,Nathan Kline Institute for Psychiatric Research,Phase 1
NCT01964404,2014.0,OTHER,collaborator,University of Vermont,Phase 1
NCT01964404,2014.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 1
NCT01964547,2012.0,INDUSTRY,lead,Jazz Pharmaceuticals,Phase 4
NCT01964560,2014.0,INDUSTRY,lead,"UCB BIOSCIENCES, Inc.",Phase 3
NCT01964560,2014.0,INDUSTRY,collaborator,UCB Biopharma SRL,Phase 3
NCT01964573,2006.0,INDUSTRY,lead,UCB Pharma,Phase 1
NCT01965327,2013.0,OTHER,lead,Children's Hospital of Philadelphia,Phase 2
NCT01965327,2013.0,OTHER,collaborator,Friedreich's Ataxia Research Alliance,Phase 2
NCT01965327,2013.0,INDUSTRY,collaborator,Vidara Therapeutics Research Ltd,Phase 2
NCT01965366,2013.0,OTHER,lead,Emory University,Phase 4
NCT01965405,2013.0,OTHER,lead,Wayne State University,Not Applicable
NCT01965405,2013.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Not Applicable
NCT01965691,2013.0,OTHER,lead,University of British Columbia,Not Applicable
NCT01965691,2013.0,OTHER,collaborator,"Rare Disease Foundation, Vancouver, Canada",Not Applicable
NCT01965691,2013.0,UNKNOWN,collaborator,"Saudi Arabian Cultural Bureau, Ottawa",Not Applicable
NCT01965704,2014.0,OTHER,lead,Stanford University,Phase 2
NCT01965704,2014.0,OTHER,collaborator,Santa Clara Valley Medical Center,Phase 2
NCT01965704,2014.0,OTHER,collaborator,Thomas Jefferson University,Phase 2
NCT01965756,2013.0,OTHER,lead,University of Pennsylvania,Phase 2
NCT01965912,2013.0,INDUSTRY,lead,BioMarin Pharmaceutical,Phase 4
NCT01965925,2014.0,OTHER,lead,Icahn School of Medicine at Mount Sinai,Phase 4
NCT01965925,2014.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 4
NCT01966172,2007.0,OTHER,lead,"Rigshospitalet, Denmark",Phase 4
NCT01966419,2014.0,INDUSTRY,lead,"Ocera Therapeutics, Inc.",Phase 2
NCT01966666,2013.0,OTHER,lead,"University of California, San Francisco",Phase 1
NCT01966679,2013.0,OTHER,lead,"University of California, Los Angeles",Phase 2
NCT01967251,2015.0,INDUSTRY,lead,Takeda,Phase 2
NCT01967264,2013.0,INDUSTRY,lead,Takeda,Phase 1
NCT01967498,2013.0,OTHER_GOV,lead,Tel-Aviv Sourasky Medical Center,Not Applicable
NCT01967537,2013.0,NIH,lead,National Cancer Institute (NCI),Phase 2
NCT01967667,2014.0,OTHER,lead,"University of Maryland, Baltimore",Not Applicable
NCT01967758,2014.0,OTHER,lead,Providence Health & Services,Phase 1
NCT01967758,2014.0,INDUSTRY,collaborator,"Aduro Biotech, Inc.",Phase 1
NCT01967823,2013.0,NIH,lead,National Cancer Institute (NCI),Phase 2
NCT01968031,2013.0,INDUSTRY,lead,"Kyowa Hakko Kirin Pharma, Inc.",Phase 3
NCT01968031,2013.0,INDUSTRY,collaborator,"Kyowa Kirin Co., Ltd.",Phase 3
NCT01968226,2013.0,OTHER,lead,The Cleveland Clinic,Phase 2
NCT01968460,2013.0,INDUSTRY,lead,Pharma Two B Ltd.,Phase 2/Phase 3
NCT01968772,2013.0,OTHER,lead,Mayo Clinic,Not Applicable
NCT01968772,2013.0,UNKNOWN,collaborator,Magnesium Direct,Not Applicable
NCT01968902,2013.0,OTHER,lead,Multiple Sclerosis Center of Northeastern New York,Phase 4
NCT01968902,2013.0,INDUSTRY,collaborator,"Merz North America, Inc.",Phase 4
NCT01969123,2013.0,INDUSTRY,lead,FORUM Pharmaceuticals Inc,Phase 3
NCT01969136,2013.0,INDUSTRY,lead,FORUM Pharmaceuticals Inc,Phase 3
NCT01969474,2013.0,OTHER_GOV,lead,Wolfson Medical Center,Phase 1
NCT01969851,2014.0,INDUSTRY,lead,UCB Pharma,Phase 2
NCT01970098,2013.0,INDUSTRY,lead,"Kissei Pharmaceutical Co., Ltd.",Phase 3
NCT01970111,,INDUSTRY,lead,"Kissei Pharmaceutical Co., Ltd.",Phase 3
NCT01970124,,INDUSTRY,lead,"Kissei Pharmaceutical Co., Ltd.",Phase 3
NCT01970137,,INDUSTRY,lead,"Kissei Pharmaceutical Co., Ltd.",Phase 3
NCT01970345,2014.0,OTHER,lead,Icahn School of Medicine at Mount Sinai,Phase 2
NCT01970345,2014.0,OTHER,collaborator,Autism Science Foundation,Phase 2
NCT01970410,2013.0,OTHER,lead,Providence Health & Services,Phase 4
NCT01970410,2013.0,OTHER,collaborator,Multiple Sclerosis Center of Northeastern New York,Phase 4
NCT01970735,2013.0,OTHER,lead,Centre Hospitalier Universitaire de Nice,Not Applicable
NCT01971242,2014.0,OTHER,lead,"University College, London",Phase 2
NCT01972074,2015.0,OTHER,lead,Massachusetts General Hospital,Phase 3
NCT01972074,2015.0,OTHER,collaborator,Mclean Hospital,Phase 3
NCT01972464,2013.0,OTHER,lead,Yale University,Phase 2
NCT01972464,2013.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 2
NCT01972711,2014.0,INDUSTRY,lead,"Sumitomo Pharma America, Inc.",Phase 1
NCT01973400,2011.0,OTHER,lead,Universiti Sains Malaysia,Phase 3
NCT01973400,2011.0,OTHER,collaborator,"Clinical Research Centre, Malaysia",Phase 3
NCT01973400,2011.0,OTHER_GOV,collaborator,Malaysia Palm Oil Board,Phase 3
NCT01973491,2014.0,INDUSTRY,lead,"Merck KGaA, Darmstadt, Germany",Phase 2
NCT01973543,2013.0,INDUSTRY,lead,Neurocrine Biosciences,Phase 1
NCT01973543,2013.0,OTHER,collaborator,"University of California, San Francisco",Phase 1
NCT01973543,2013.0,OTHER,collaborator,"Veristat, Inc.",Phase 1
NCT01973543,2013.0,OTHER,collaborator,Feinstein Institute for Medical Research,Phase 1
NCT01973543,2013.0,OTHER,collaborator,Oregon Health and Science University,Phase 1
NCT01973543,2013.0,INDUSTRY,collaborator,Voyager Therapeutics,Phase 1
NCT01974700,2013.0,OTHER,lead,Indiana University,Phase 4
NCT01975116,2013.0,NETWORK,lead,Pediatric Brain Tumor Consortium,Phase 1
NCT01975116,2013.0,NIH,collaborator,National Cancer Institute (NCI),Phase 1
NCT01975194,2012.0,OTHER,lead,Wayne State University,Phase 4
NCT01975298,2014.0,INDUSTRY,lead,"Teva Branded Pharmaceutical Products R&D, Inc.",Phase 3
NCT01975545,2012.0,OTHER,lead,Universidad Autonoma de San Luis Potosí,Phase 2
NCT01976871,2014.0,OTHER,lead,"John Winkelman, MD, PhD",Phase 4
NCT01976871,2014.0,INDUSTRY,collaborator,UCB Pharma,Phase 4
NCT01976936,2009.0,OTHER,lead,Mitchell S Elkind,Phase 2
NCT01976936,2009.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT01977456,2013.0,OTHER,lead,Arthur Pancioli,Phase 2
NCT01977456,2013.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT01977820,2014.0,INDUSTRY,lead,BioMarin Pharmaceutical,Phase 2
NCT01977898,2011.0,OTHER,lead,Northwestern University,Not Applicable
NCT01977924,2013.0,OTHER_GOV,lead,"University Hospital, Angers",Not Applicable
NCT01978327,2013.0,INDUSTRY,lead,GlaxoSmithKline,Phase 1
NCT01978366,2013.0,INDUSTRY,lead,Processa Pharmaceuticals,Phase 2
NCT01978431,2012.0,OTHER,lead,Yale University,Phase 1
NCT01978431,2012.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 1
NCT01978535,2014.0,OTHER,lead,Mayo Clinic,Phase 1/Phase 2
NCT01978548,2013.0,INDUSTRY,lead,"Janssen Research & Development, LLC",Phase 1
NCT01978730,2011.0,INDUSTRY,lead,"Shineway Pharmaceutical Co.,Ltd",Phase 2
NCT01978782,2014.0,OTHER,lead,Radboud University Medical Center,Phase 1
NCT01979133,2013.0,OTHER,lead,University of Texas Southwestern Medical Center,Phase 3
NCT01979679,2008.0,OTHER,lead,"University of California, Irvine",Phase 3
NCT01979679,2008.0,INDUSTRY,collaborator,Dainippon Sumitomo Pharma America,Phase 3
NCT01980550,2004.0,OTHER,lead,"National Institute on Drug Dependence, China",Phase 4
NCT01980550,2004.0,FED,collaborator,Bronx VA Medical Center,Phase 4
NCT01981395,2014.0,OTHER,lead,Laura Cavallone,Phase 1
NCT01981447,2010.0,OTHER,lead,Le Bonheur Children's Hospital,Phase 3
NCT01981486,2014.0,INDUSTRY,lead,Pfizer,Phase 1
NCT01981499,2014.0,INDUSTRY,lead,Pfizer,Phase 1
NCT01981720,2014.0,INDUSTRY,lead,Protalix,Phase 1/Phase 2
NCT01981720,2014.0,INDUSTRY,collaborator,Chiesi Farmaceutici S.p.A.,Phase 1/Phase 2
NCT01981759,2014.0,OTHER,lead,NYU Langone Health,Phase 4
NCT01981759,2014.0,NIH,collaborator,National Institute of Mental Health (NIMH),Phase 4
NCT01981811,2014.0,INDUSTRY,lead,"Otsuka Pharmaceutical Development & Commercialization, Inc.",Phase 2
NCT01981967,2013.0,INDUSTRY,lead,"Sanofi Pasteur, a Sanofi Company",Phase 4
NCT01982578,2017.0,OTHER,lead,Fundación para la Investigación del Hospital Clínico de Valencia,Not Applicable
NCT01982578,2017.0,OTHER,collaborator,University of Valencia,Not Applicable
NCT01982812,2014.0,OTHER,lead,University of Rochester,Phase 2
NCT01982812,2014.0,NIH,collaborator,National Institute of Neurological Disorders and Stroke (NINDS),Phase 2
NCT01983163,2013.0,OTHER,lead,"All India Institute of Medical Sciences, New Delhi",Phase 2
NCT01983358,2013.0,INDUSTRY,lead,"Jeil Pharmaceutical Co., Ltd.",Phase 1
NCT01983475,2015.0,FED,lead,James J. Peters Veterans Affairs Medical Center,Phase 4
NCT01983475,2015.0,INDUSTRY,collaborator,Kessler Institute for Rehabilitation,Phase 4
NCT01983540,2013.0,INDUSTRY,lead,"Sanofi Pasteur, a Sanofi Company",Phase 3
NCT01984814,2008.0,OTHER,lead,Neurogen Brain and Spine Institute,Phase 2
NCT01985178,2013.0,OTHER,lead,McMaster University,Not Applicable
NCT01985451,2013.0,OTHER,lead,Rongjie Tao,Phase 2
NCT01985451,2013.0,OTHER_GOV,collaborator,National Natural Science Foundation of China,Phase 2
NCT01986075,2014.0,OTHER,lead,New York State Psychiatric Institute,Phase 1/Phase 2
NCT01986075,2014.0,NIH,collaborator,National Institute on Drug Abuse (NIDA),Phase 1/Phase 2
NCT01986101,2014.0,INDUSTRY,lead,"Sumitomo Pharma Co., Ltd.",Phase 3
NCT01986842,2014.0,OTHER,lead,Maastricht University Medical Center,Not Applicable
NCT01986998,2013.0,OTHER,lead,Germans Trias i Pujol Hospital,Phase 4
NCT01987167,2013.0,OTHER,lead,"Neuro-Ophthalmologic Associates, PC",Early Phase 1
NCT01987167,2013.0,INDUSTRY,collaborator,Mallinckrodt,Early Phase 1
NCT01987219,2013.0,OTHER,lead,NYU Langone Health,Phase 3
NCT01987960,2013.0,INDUSTRY,lead,H. Lundbeck A/S,Phase 3
NCT01987960,2013.0,INDUSTRY,collaborator,"Otsuka Pharmaceutical Co., Ltd.",Phase 3
NCT01988584,2013.0,OTHER,lead,"The University of Texas Health Science Center, Houston",Phase 2
NCT01988584,2013.0,UNKNOWN,collaborator,Cord Blood Registry (CBR),Phase 2
NCT01988584,2013.0,UNKNOWN,collaborator,Let's Cure CP Foundation,Phase 2
NCT01988584,2013.0,UNKNOWN,collaborator,"Mission Connect, a program of TIRR Foundation",Phase 2
NCT01988610,2013.0,OTHER,lead,Stanford University,Phase 1
NCT01988883,2014.0,OTHER,lead,Vanderbilt University Medical Center,Early Phase 1
NCT01988883,2014.0,NIH,collaborator,National Center for Advancing Translational Sciences (NCATS),Early Phase 1
NCT01989507,2014.0,OTHER,lead,Brown University,Phase 2
NCT01989793,2013.0,OTHER,lead,Johns Hopkins University,Phase 2
NCT01989793,2013.0,NIH,collaborator,National Institutes of Health (NIH),Phase 2
NCT01989793,2013.0,NIH,collaborator,National Institute on Aging (NIA),Phase 2
NCT01990079,2013.0,OTHER,lead,Duke University,Not Applicable
